Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,703891,-,-,-,32.97,-96.74,-6,199,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2010,1,1,0,0,0,0,0,0,0,0,0,-3,167.99,0.153,2.9000000000000004,0.597,338.40000000000003,92.66,-2,1000.0
2010,1,1,0,30,0,0,0,0,0,0,0,-3,170.03,0.153,2.7,0.553,338.40000000000003,92.68,-2,1000.0
2010,1,1,1,0,0,0,0,0,0,0,0,-3,168.09,0.153,2.5,0.51,334.6,96.03,-3,1000.0
2010,1,1,1,30,0,0,0,0,0,0,0,-3,163.52,0.153,2.4000000000000004,0.49,334.6,96.06,-3,1000.0
2010,1,1,2,0,0,0,0,0,0,0,0,-3,157.92000000000002,0.153,2.4000000000000004,0.47000000000000003,330.0,93.13,-3,1000.0
2010,1,1,2,30,0,0,0,0,0,0,0,-3,151.9,0.153,2.3000000000000003,0.464,330.0,93.14,-3,1000.0
2010,1,1,3,0,0,0,0,0,0,0,0,-4,145.71,0.153,2.3000000000000003,0.46,329.1,90.94,-4,1000.0
2010,1,1,3,30,0,0,0,0,0,0,0,-4,139.44,0.153,2.2,0.459,329.1,90.93,-4,1000.0
2010,1,1,4,0,0,0,0,0,0,0,0,-4,133.15,0.153,2.2,0.459,333.90000000000003,96.31,-4,1000.0
2010,1,1,4,30,0,0,0,0,0,0,0,-4,126.87,0.153,2.1,0.459,333.90000000000003,96.31,-4,1000.0
2010,1,1,5,0,0,0,0,0,0,0,0,-4,120.63,0.153,2.0,0.459,339.5,94.99,-4,1000.0
2010,1,1,5,30,0,0,0,0,0,0,0,-4,114.46000000000001,0.153,1.8,0.461,339.5,95.0,-4,1000.0
2010,1,1,6,0,0,0,0,0,0,0,0,-4,108.36,0.153,1.7000000000000002,0.464,340.20000000000005,94.09,-4,1000.0
2010,1,1,6,30,0,0,0,0,0,0,0,-4,102.37,0.153,1.5,0.466,340.20000000000005,94.10000000000001,-4,1000.0
2010,1,1,7,0,0,0,0,0,0,0,0,-4,96.51,0.153,1.4000000000000001,0.47000000000000003,339.0,93.55,-4,1000.0
2010,1,1,7,30,0,0,0,0,0,0,0,-4,90.81,0.153,1.7000000000000002,0.47300000000000003,339.0,80.63,-2,1000.0
2010,1,1,8,0,25,441,61,25,441,61,0,-4,85.32000000000001,0.153,2.0,0.47600000000000003,332.90000000000003,79.63,-1,1000.0
