Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,703891,-,-,-,32.97,-96.74,-6,199,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2018,1,1,0,0,0,0,0,0,0,0,4,-15.200000000000001,167.99,0.14,4.5,0.6000000000000001,11,48.910000000000004,-6.2,1014
2018,1,1,0,30,0,0,0,0,0,0,7,-15.200000000000001,170.02,0.14,4.5,0.6000000000000001,12,48.910000000000004,-6.2,1014
2018,1,1,1,0,0,0,0,0,0,0,7,-15.4,168.08,0.14,4.6000000000000005,0.6000000000000001,12,47.84,-6.1000000000000005,1014
2018,1,1,1,30,0,0,0,0,0,0,7,-15.4,163.51,0.14,4.5,0.6000000000000001,13,47.84,-6.1000000000000005,1014
2018,1,1,2,0,0,0,0,0,0,0,7,-15.5,157.91,0.14,4.5,0.6000000000000001,14,47.4,-6.1000000000000005,1015
2018,1,1,2,30,0,0,0,0,0,0,7,-15.5,151.9,0.14,4.5,0.6000000000000001,14,47.76,-6.2,1015
2018,1,1,3,0,0,0,0,0,0,0,4,-15.700000000000001,145.70000000000002,0.14,4.5,0.6000000000000001,15,47.870000000000005,-6.4,1015
2018,1,1,3,30,0,0,0,0,0,0,7,-15.700000000000001,139.44,0.14,4.5,0.6000000000000001,14,48.61,-6.6000000000000005,1015
2018,1,1,4,0,0,0,0,0,0,0,0,-15.8,133.15,0.14,4.5,0.6000000000000001,13,49.1,-6.9,1015
2018,1,1,4,30,0,0,0,0,0,0,0,-15.8,126.87,0.14,4.5,0.6000000000000001,13,49.86,-7.1000000000000005,1015
2018,1,1,5,0,0,0,0,0,0,0,0,-16.0,120.63,0.14,4.5,0.6000000000000001,13,49.69,-7.300000000000001,1015
2018,1,1,5,30,0,0,0,0,0,0,0,-16.0,114.46000000000001,0.14,4.5,0.6000000000000001,14,50.51,-7.5,1016
2018,1,1,6,0,0,0,0,0,0,0,0,-16.3,108.36,0.14,4.6000000000000005,0.6000000000000001,15,49.64,-7.6000000000000005,1016
2018,1,1,6,30,0,0,0,0,0,0,0,-16.3,102.37,0.14,4.6000000000000005,0.6000000000000001,16,50.47,-7.800000000000001,1017
2018,1,1,7,0,0,0,0,0,0,0,0,-16.6,96.51,0.14,4.6000000000000005,0.5,16,49.550000000000004,-7.9,1017
2018,1,1,7,30,6,62,6,6,72,6,0,-16.6,90.16,0.14,4.7,0.5,17,49.17,-7.800000000000001,1017
2018,1,1,8,0,26,241,46,29,428,65,0,-16.900000000000002,85.15,0.14,4.7,0.5,18,47.38,-7.6000000000000005,1018
2018,1,1,8,30,45,577,145,43,633,153,0,-16.900000000000002,79.99,0.14,4.800000000000001,0.5,20,45.58,-7.1000000000000005,1018
2018,1,1,9,0,52,755,246,52,755,246,0,-17.0,75.08,0.14,4.800000000000001,0.5,21,43.6,-6.6000000000000005,1018
2018,1,1,9,30,60,813,331,57,830,334,0,-17.0,70.54,0.14,4.7,0.5,22,41.33,-5.9,1018
2018,1,1,10,0,63,876,413,63,876,413,0,-16.8,66.43,0.14,4.6000000000000005,0.6000000000000001,23,39.97,-5.300000000000001,1018
2018,1,1,10,30,66,910,481,66,910,481,0,-16.8,62.86,0.14,4.5,0.6000000000000001,24,37.910000000000004,-4.6000000000000005,1018
2018,1,1,11,0,69,934,537,69,934,537,0,-16.6,59.94,0.14,4.4,0.6000000000000001,25,37.0,-4.0,1017
2018,1,1,11,30,71,951,578,71,951,578,0,-16.6,57.75,0.14,4.2,0.6000000000000001,25,35.38,-3.4000000000000004,1017
2018,1,1,12,0,71,961,603,71,961,603,0,-16.3,56.39,0.14,4.1000000000000005,0.6000000000000001,25,34.88,-2.9000000000000004,1016
2018,1,1,12,30,71,963,611,71,963,611,0,-16.3,55.910000000000004,0.14,3.9000000000000004,0.6000000000000001,24,33.86,-2.5,1016
2018,1,1,13,0,73,959,604,73,959,604,0,-16.0,56.35,0.14,3.7,0.6000000000000001,24,33.59,-2.1,1015
2018,1,1,13,30,71,949,579,71,949,579,0,-16.0,57.67,0.14,3.6,0.6000000000000001,25,33.35,-2.0,1015
2018,1,1,14,0,70,933,539,70,933,539,0,-15.8,59.82,0.14,3.4000000000000004,0.6000000000000001,25,33.64,-1.9000000000000001,1014
2018,1,1,14,30,70,902,483,70,902,483,0,-15.8,62.72,0.14,3.4000000000000004,0.6000000000000001,28,33.89,-2.0,1014
2018,1,1,15,0,70,855,414,70,855,414,0,-15.700000000000001,66.26,0.14,3.3000000000000003,0.6000000000000001,30,34.57,-2.1,1014
2018,1,1,15,30,63,805,334,63,805,334,0,-15.700000000000001,70.34,0.14,3.1,0.6000000000000001,32,35.31,-2.4000000000000004,1013
2018,1,1,16,0,55,732,246,55,732,246,0,-15.4,74.87,0.14,3.0,0.6000000000000001,35,37.22,-2.8000000000000003,1013
2018,1,1,16,30,45,615,154,45,615,154,0,-15.4,79.77,0.14,2.3000000000000003,0.6000000000000001,34,40.4,-3.9000000000000004,1013
2018,1,1,17,0,30,418,67,30,418,67,0,-12.700000000000001,84.92,0.14,1.6,0.6000000000000001,34,54.57,-4.9,1013
2018,1,1,17,30,7,70,7,7,70,7,0,-12.700000000000001,89.96000000000001,0.14,1.6,0.6000000000000001,34,54.57,-4.9,1013
2018,1,1,18,0,0,0,0,0,0,0,0,-12.200000000000001,96.25,0.14,1.7000000000000002,0.6000000000000001,32,59.28,-5.5,1013
2018,1,1,18,30,0,0,0,0,0,0,0,-12.200000000000001,102.10000000000001,0.14,1.8,0.6000000000000001,33,59.28,-5.5,1013
2018,1,1,19,0,0,0,0,0,0,0,0,-12.5,108.09,0.14,2.0,0.6000000000000001,33,57.45,-5.4,1014
2018,1,1,19,30,0,0,0,0,0,0,0,-12.5,114.18,0.14,2.3000000000000003,0.6000000000000001,35,57.02,-5.300000000000001,1014
2018,1,1,20,0,0,0,0,0,0,0,0,-12.8,120.36,0.14,2.6,0.6000000000000001,36,54.97,-5.2,1013
2018,1,1,20,30,0,0,0,0,0,0,7,-12.8,126.59,0.14,2.7,0.6000000000000001,39,54.61,-5.1000000000000005,1014
